
                             A:A1 PI: HOST-1 N  A:A2 PI: HOST-1 N  ALLAE Whole Model  ALLIE Whole Model  ALLKE Whole Model  ALLSE Whole Model  ALLWK Whole Model                     ETOTAL Whole Mode  LE:LE11 PI: HOST-  LE:LE22 PI: HOST-  RF:RF1 PI: HOST-1  RF:RF2 PI: HOST-1  S:S11 PI: HOST-1   S:S22 PI: HOST-1   U:U1 PI: HOST-1 N  U:U2 PI: HOST-1 N
                  X                 : 1                : 1                 -1                 -1                 -1                 -1                 -1          DT Whole Model-1         l-1          1 E: 1 Centroid    1 E: 1 Centroid          N: 1               N: 1          E: 1 Centroid      E: 1 Centroid           : 1                : 1       
                8.8764E-03       161.037              0.               -57.6227E-06       123.043E+06         36.5872E+03       123.043E+06        123.089E+06        112.36E-06          31.3372E+03       -10.5076E-03        34.8899E-03         0.                 1.71227E+09       -2.95603E+06        6.99219E+09      -10.4527E-03        35.5056E-03 
                8.98876E-03      299.432              0.              -923.642E-06        126.139E+06         36.3559E+03       126.139E+06        126.186E+06        112.36E-06          31.3249E+03       -10.64E-03          35.3238E-03         0.                 1.73309E+09       -3.53651E+06        7.07907E+09      -10.5836E-03        35.955E-03  
                9.10112E-03       33.6734             0.               577.476E-06        129.274E+06         36.1882E+03       129.274E+06        129.32E+06         112.36E-06          31.3392E+03       -10.7686E-03        35.7575E-03         0.                 1.75412E+09       -2.64243E+06        7.16674E+09      -10.7108E-03        36.4045E-03 
                9.21348E-03     -250.307              0.               231.011E-06        132.446E+06         36.2901E+03       132.446E+06        132.493E+06        112.36E-06          31.3318E+03       -10.8968E-03        36.1911E-03         0.                 1.77515E+09       -1.58067E+06        7.25451E+09      -10.8376E-03        36.8539E-03 
                9.32584E-03     -168.979              0.               231.11E-06         135.655E+06         36.4967E+03       135.655E+06        135.703E+06        112.36E-06          31.333E+03        -11.0281E-03        36.6245E-03         0.                 1.79593E+09       -1.78432E+06        7.34153E+09      -10.9676E-03        37.3034E-03 
                9.4382E-03       130.054              0.                 1.73338E-03      138.902E+06         36.5147E+03       138.902E+06        138.95E+06         112.36E-06          31.3423E+03       -11.1616E-03        37.0577E-03         0.                 1.81659E+09       -2.85466E+06        7.42802E+09      -11.0996E-03        37.7528E-03 
                9.55056E-03      236.914              0.               924.534E-06        142.186E+06         36.3309E+03       142.186E+06        142.234E+06        112.36E-06          31.3483E+03       -11.2935E-03        37.4906E-03         0.                 1.83734E+09       -3.29549E+06        7.51484E+09      -11.2301E-03        38.2022E-03 
                9.66292E-03       31.2313             0.              -115.331E-06        145.508E+06         36.2016E+03       145.508E+06        145.556E+06        112.36E-06          31.3471E+03       -11.4225E-03        37.9234E-03         0.                 1.85825E+09       -2.60842E+06        7.60226E+09      -11.3575E-03        38.6517E-03 
                9.77528E-03     -195.765              0.               809.384E-06        148.866E+06         36.2862E+03       148.866E+06        148.916E+06        112.36E-06          31.3384E+03       -11.551E-03         38.356E-03          0.                 1.87914E+09       -1.76691E+06        7.68973E+09      -11.4846E-03        39.1011E-03 
                9.88764E-03     -123.787              0.                -1.15619E-03      152.263E+06         36.4488E+03       152.263E+06        152.313E+06        112.36E-06          31.3562E+03       -11.6821E-03        38.7885E-03         0.                 1.89985E+09       -1.95629E+06        7.7766E+09       -11.6141E-03        39.5505E-03 
